t_sys,force_FR,force_est_FR,force_FL,force_est_FL,force_RR,force_est_RR,force_RL,force_est_RL
3921.384934,140,0,138,0,160,0,153,0
3921.387043,140,0,138,0,160,0,153,0
3921.388834,140,0,138,0,160,0,153,0
3921.390904,140,0,138,0,160,0,153,0
3921.392807,140,0,138,0,160,0,153,0
3921.394966,140,0,138,0,160,0,153,0
3921.396768,140,0,138,0,160,0,153,0
3921.398988,140,0,138,0,160,0,153,0
3921.400797,140,0,138,0,160,0,153,0
3921.402759,140,0,138,0,160,0,153,0
3921.404999,140,0,138,0,160,0,153,0
3921.406789,140,0,138,0,160,0,153,0
3921.409066,140,0,138,0,160,0,153,0
3921.410977,140,0,138,0,160,0,153,0
3921.413049,140,0,138,0,160,0,153,0
3921.414936,140,0,138,0,160,0,153,0
3921.416937,140,0,138,0,160,0,153,0
3921.418712,140,0,138,0,160,0,153,0
3921.421036,140,0,138,0,160,0,153,0
3921.423053,140,0,138,0,160,0,153,0
3921.424957,140,0,138,0,160,0,153,0
3921.427032,140,0,138,0,160,0,153,0
3921.429034,140,0,138,0,160,0,153,0
3921.431030,140,0,138,0,160,0,153,0
3921.433051,140,0,138,0,160,0,153,0
3921.435039,140,0,138,0,160,0,153,0
3921.436958,140,0,138,0,160,0,153,0
3921.438890,140,0,138,0,160,0,153,0
3921.440872,140,0,138,0,160,0,153,0
3921.442855,140,0,138,0,160,0,153,0
3921.445038,140,0,138,0,160,0,153,0
3921.446803,140,0,138,0,160,0,153,0
3921.448868,140,0,138,0,160,0,153,0
3921.450828,140,0,138,0,160,0,153,0
3921.452855,140,0,138,0,160,0,153,0
3921.454970,140,0,138,0,160,0,153,0
3921.456843,140,0,138,0,160,0,153,0
3921.459042,140,0,138,0,160,0,153,0
3921.460876,140,0,138,0,160,0,153,0
3921.462913,140,0,138,0,160,0,153,0
3921.464889,140,0,138,0,160,0,153,0
3921.467022,140,0,138,0,160,0,153,0
3921.469010,140,0,138,0,160,0,153,0
3921.471206,140,0,138,0,160,0,153,0
3921.472943,140,0,138,0,160,0,153,0
3921.475017,140,0,138,0,160,0,153,0
3921.477028,140,0,138,0,160,0,153,0
3921.479019,140,0,138,0,160,0,153,0
