t_sys,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
3332.166264744,-0.005326321,-0.015978964,-0.007456850,-0.551863492,0.378283858,9.348160744
3332.168461683,-0.001065264,0.003195793,0.000000000,-0.551863492,0.378283858,9.348160744
3332.170258149,-0.005326321,-0.011717907,-0.004261057,-0.551863492,0.378283858,9.348160744
3332.172371476,-0.005326321,-0.009587379,-0.004261057,-0.565031588,0.371101260,9.290699959
3332.174364374,-0.001065264,-0.014913701,0.004261057,-0.565031588,0.371101260,9.290699959
3332.176308711,-0.002130529,-0.022370551,-0.003195793,-0.545877993,0.378283858,9.327810287
3332.178481970,-0.013848436,-0.010652643,0.003195793,-0.545877993,0.378283858,9.327810287
3332.180488309,-0.005326321,0.004261057,-0.017044229,-0.545877993,0.378283858,9.327810287
3332.182494348,0.007456850,-0.013848436,-0.004261057,-0.548272192,0.365115762,9.372102737
3332.184481879,-0.002130529,-0.002130529,0.006391586,-0.548272192,0.365115762,9.372102737
3332.186490326,-0.002130529,-0.013848436,0.006391586,-0.556651890,0.403422982,9.287108421
3332.188489386,0.013848436,-0.009587379,-0.010652643,-0.556651890,0.403422982,9.287108421
3332.190367872,0.009587379,-0.007456850,-0.005326321,-0.556651890,0.403422982,9.287108421
3332.192331430,-0.005326321,-0.005326321,-0.005326321,-0.527921498,0.397437483,9.381679535
3332.194481554,-0.006391586,-0.007456850,-0.007456850,-0.527921498,0.397437483,9.381679535
3332.196463550,-0.001065264,-0.005326321,0.005326321,-0.573411286,0.372298360,9.356540680
3332.198465630,-0.011717907,0.003195793,-0.001065264,-0.573411286,0.372298360,9.356540680
3332.200445376,-0.001065264,0.000000000,-0.002130529,-0.573411286,0.372298360,9.356540680
3332.202474399,-0.008522115,0.001065264,-0.008522115,-0.557848990,0.386663586,9.267954826
3332.204471530,-0.012783172,-0.013848436,-0.005326321,-0.557848990,0.386663586,9.267954826
3332.206460412,-0.010652643,0.003195793,0.000000000,-0.560243189,0.380678058,9.346963882
3332.208378507,-0.006391586,-0.005326321,-0.007456850,-0.560243189,0.380678058,9.346963882
3332.210355748,-0.004261057,-0.014913701,-0.003195793,-0.569819987,0.381875157,9.318233490
3332.212453170,0.003195793,-0.019174758,-0.006391586,-0.569819987,0.381875157,9.318233490
3332.214495050,-0.004261057,-0.006391586,0.005326321,-0.569819987,0.381875157,9.318233490
3332.216482357,-0.003195793,-0.019174758,0.001065264,-0.542286694,0.386663586,9.306262016
3332.218476894,-0.001065264,0.003195793,-0.001065264,-0.542286694,0.386663586,9.306262016
3332.220502500,-0.003195793,-0.012783172,0.005326321,-0.539892495,0.386663586,9.391256332
3332.222267412,-0.007456850,-0.014913701,0.007456850,-0.539892495,0.386663586,9.391256332
3332.224468737,0.005326321,-0.005326321,-0.001065264,-0.539892495,0.386663586,9.391256332
3332.226355047,-0.003195793,-0.025566343,-0.005326321,-0.560243189,0.357933164,9.306262016
